theta_hid_log[2], theta_out_log[1]
0.582648, -0.25495, 0.737385
0.582001, -0.254785, 0.729993
0.581349, -0.254626, 0.722604
0.580691, -0.254473, 0.715221
0.580027, -0.254325, 0.707842
0.579357, -0.254183, 0.70047
0.578682, -0.254047, 0.693104
0.578001, -0.253917, 0.685745
0.577315, -0.253793, 0.678393
0.576623, -0.253674, 0.67105
0.575926, -0.253561, 0.663715
0.575224, -0.253454, 0.656389
0.574517, -0.253353, 0.649072
0.573804, -0.253257, 0.641766
0.573086, -0.253168, 0.63447
0.572364, -0.253084, 0.627186
0.571636, -0.253005, 0.619913
0.570903, -0.252932, 0.612653
0.570166, -0.252865, 0.605405
0.569424, -0.252804, 0.59817
0.568677, -0.252748, 0.590949
0.567926, -0.252697, 0.583742
0.56717, -0.252653, 0.57655
0.56641, -0.252613, 0.569373
0.565646, -0.252579, 0.562212
0.564878, -0.252551, 0.555066
0.564105, -0.252528, 0.547937
0.563328, -0.25251, 0.540826
0.562548, -0.252498, 0.533731
0.561763, -0.252491, 0.526655
0.560975, -0.252489, 0.519596
0.560183, -0.252492, 0.512557
0.559387, -0.2525, 0.505537
0.558588, -0.252514, 0.498536
0.557786, -0.252533, 0.491555
0.55698, -0.252556, 0.484595
0.556171, -0.252585, 0.477655
0.555359, -0.252619, 0.470737
0.554543, -0.252657, 0.46384
0.553725, -0.252701, 0.456965
0.552904, -0.252749, 0.450112
0.55208, -0.252802, 0.443282
0.551253, -0.252859, 0.436474
0.550424, -0.252921, 0.42969
0.549593, -0.252988, 0.42293
0.548758, -0.253059, 0.416193
0.547922, -0.253135, 0.40948
0.547083, -0.253215, 0.402792
0.546242, -0.2533, 0.396129
0.545399, -0.253389, 0.389491
0.544555, -0.253482, 0.382878
0.543708, -0.253579, 0.376291
0.542859, -0.253681, 0.36973
0.542009, -0.253787, 0.363194
0.541157, -0.253896, 0.356685
0.540304, -0.25401, 0.350202
0.539449, -0.254127, 0.343747
0.538592, -0.254249, 0.337318
0.537735, -0.254374, 0.330916
0.536876, -0.254503, 0.324541
0.536016, -0.254635, 0.318194
0.535156, -0.254772, 0.311875
0.534294, -0.254911, 0.305584
0.533431, -0.255055, 0.29932
0.532568, -0.255202, 0.293085
0.531703, -0.255352, 0.286878
0.530839, -0.255505, 0.280699
0.529973, -0.255662, 0.274549
0.529107, -0.255822, 0.268427
0.528241, -0.255985, 0.262334
0.527374, -0.256152, 0.25627
0.526508, -0.256321, 0.250235
0.525641, -0.256493, 0.244229
0.524773, -0.256669, 0.238252
0.523906, -0.256847, 0.232304
0.523039, -0.257028, 0.226386
0.522172, -0.257212, 0.220496
0.521305, -0.257398, 0.214636
0.520438, -0.257587, 0.208805
0.519572, -0.257779, 0.203004
0.518706, -0.257974, 0.197232
0.51784, -0.25817, 0.191489
0.516975, -0.25837, 0.185776
0.51611, -0.258572, 0.180093
0.515246, -0.258776, 0.174438
0.514383, -0.258982, 0.168814
0.51352, -0.259191, 0.163218
0.512658, -0.259401, 0.157652
0.511797, -0.259614, 0.152116
0.510936, -0.259829, 0.146608
0.510077, -0.260046, 0.14113
0.509218, -0.260265, 0.135682
0.508361, -0.260486, 0.130262
0.507505, -0.260709, 0.124872
0.506649, -0.260934, 0.119511
0.505795, -0.261161, 0.114179
0.504942, -0.261389, 0.108876
0.504091, -0.261619, 0.103602
0.50324, -0.261851, 0.0983568
0.502391, -0.262084, 0.0931405
0.501543, -0.262319, 0.0879529
0.500697, -0.262556, 0.082794
0.499852, -0.262794, 0.0776637
0.499009, -0.263033, 0.0725618
0.498167, -0.263274, 0.0674883
0.497327, -0.263516, 0.0624431
0.496488, -0.26376, 0.0574262
0.495651, -0.264005, 0.0524373
0.494816, -0.264251, 0.0474764
0.493982, -0.264498, 0.0425434
0.49315, -0.264747, 0.0376382
0.49232, -0.264996, 0.0327606
0.491491, -0.265247, 0.0279106
0.490665, -0.265499, 0.0230881
0.48984, -0.265752, 0.0182928
0.489017, -0.266006, 0.0135247
0.488196, -0.266261, 0.00878374
0.487377, -0.266517, 0.00406969
0.486559, -0.266773, -0.000617539
0.485744, -0.267031, -0.00527808
0.484931, -0.267289, -0.00991207
0.48412, -0.267549, -0.0145196
0.48331, -0.267809, -0.0191009
0.482503, -0.26807, -0.023656
0.481698, -0.268331, -0.0281851
0.480895, -0.268593, -0.0326883
0.480094, -0.268856, -0.0371658
0.479295, -0.26912, -0.0416177
0.478498, -0.269384, -0.0460441
0.477703, -0.269648, -0.0504451
0.476911, -0.269913, -0.0548211
0.476121, -0.270179, -0.0591719
0.475332, -0.270445, -0.0634979
0.474547, -0.270712, -0.0677992
0.473763, -0.270979, -0.0720758
0.472981, -0.271247, -0.076328
0.472202, -0.271515, -0.0805559
0.471425, -0.271783, -0.0847597
0.47065, -0.272052, -0.0889394
0.469878, -0.272321, -0.0930953
0.469107, -0.27259, -0.0972275
0.468339, -0.27286, -0.101336
0.467574, -0.27313, -0.105421
0.46681, -0.2734, -0.109483
0.466049, -0.273671, -0.113522
0.46529, -0.273941, -0.117538
0.464534, -0.274212, -0.121531
0.46378, -0.274483, -0.125501
0.463028, -0.274754, -0.129449
0.462278, -0.275026, -0.133375
0.461531, -0.275297, -0.137278
0.460786, -0.275569, -0.141159
0.460044, -0.27584, -0.145018
0.459304, -0.276112, -0.148856
0.458566, -0.276384, -0.152672
0.45783, -0.276655, -0.156466
0.457097, -0.276927, -0.160239
0.456366, -0.277199, -0.163991
0.455638, -0.277471, -0.167722
0.454911, -0.277743, -0.171432
0.454188, -0.278014, -0.175121
0.453466, -0.278286, -0.178789
0.452747, -0.278558, -0.182437
0.45203, -0.278829, -0.186065
0.451316, -0.279101, -0.189673
0.450604, -0.279372, -0.19326
0.449894, -0.279643, -0.196828
0.449187, -0.279914, -0.200376
0.448482, -0.280185, -0.203904
0.447779, -0.280456, -0.207413
0.447078, -0.280727, -0.210903
0.44638, -0.280997, -0.214373
0.445685, -0.281268, -0.217824
0.444991, -0.281538, -0.221257
0.4443, -0.281808, -0.224671
0.443611, -0.282077, -0.228066
0.442925, -0.282347, -0.231442
0.442241, -0.282616, -0.2348
0.441559, -0.282885, -0.23814
0.440879, -0.283154, -0.241462
0.440202, -0.283423, -0.244766
0.439527, -0.283691, -0.248052
0.438854, -0.283959, -0.25132
0.438184, -0.284227, -0.254571
0.437516, -0.284494, -0.257804
0.43685, -0.284761, -0.26102
0.436186, -0.285028, -0.264219
0.435525, -0.285295, -0.267401
0.434866, -0.285561, -0.270566
0.434209, -0.285827, -0.273714
0.433554, -0.286093, -0.276845
0.432902, -0.286358, -0.27996
0.432252, -0.286623, -0.283058
0.431604, -0.286887, -0.28614
0.430958, -0.287151, -0.289206
0.430314, -0.287415, -0.292255
0.429673, -0.287679, -0.295289
0.429034, -0.287942, -0.298307
0.428397, -0.288205, -0.301309
0.427762, -0.288467, -0.304296
0.427129, -0.288729, -0.307267
0.426499, -0.288991, -0.310223
0.425871, -0.289252, -0.313163
0.425244, -0.289513, -0.316089
0.42462, -0.289773, -0.318999
0.423999, -0.290033, -0.321894
0.423379, -0.290293, -0.324775
0.422761, -0.290552, -0.327641
0.422146, -0.29081, -0.330492
0.421532, -0.291069, -0.333329
0.420921, -0.291327, -0.336151
0.420312, -0.291584, -0.338959
0.419704, -0.291841, -0.341753
0.419099, -0.292098, -0.344533
0.418496, -0.292354, -0.347299
0.417895, -0.29261, -0.350051
0.417296, -0.292865, -0.35279
0.4167, -0.29312, -0.355515
0.416105, -0.293374, -0.358226
0.415512, -0.293628, -0.360924
0.414921, -0.293882, -0.363608
0.414332, -0.294135, -0.366279
0.413745, -0.294387, -0.368937
0.413161, -0.294639, -0.371582
0.412578, -0.294891, -0.374214
0.411997, -0.295142, -0.376833
0.411418, -0.295393, -0.37944
0.410841, -0.295643, -0.382034
0.410266, -0.295893, -0.384615
0.409693, -0.296142, -0.387183
0.409122, -0.296391, -0.38974
0.408553, -0.29664, -0.392284
0.407985, -0.296887, -0.394815
0.40742, -0.297135, -0.397335
0.406857, -0.297382, -0.399843
0.406295, -0.297628, -0.402338
0.405735, -0.297874, -0.404822
0.405178, -0.29812, -0.407294
0.404622, -0.298365, -0.409754
0.404067, -0.298609, -0.412203
0.403515, -0.298853, -0.41464
0.402965, -0.299097, -0.417066
0.402416, -0.29934, -0.41948
0.40187, -0.299582, -0.421884
0.401325, -0.299825, -0.424276
0.400781, -0.300066, -0.426656
0.40024, -0.300307, -0.429026
0.399701, -0.300548, -0.431385
0.399163, -0.300788, -0.433733
0.398627, -0.301028, -0.43607
0.398093, -0.301267, -0.438397
0.39756, -0.301505, -0.440712
0.39703, -0.301744, -0.443018
0.396501, -0.301981, -0.445313
0.395973, -0.302219, -0.447597
0.395448, -0.302455, -0.449871
0.394924, -0.302691, -0.452135
0.394402, -0.302927, -0.454388
0.393882, -0.303162, -0.456632
0.393363, -0.303397, -0.458865
0.392846, -0.303631, -0.461088
0.392331, -0.303865, -0.463302
0.391817, -0.304098, -0.465506
0.391305, -0.304331, -0.4677
0.390795, -0.304563, -0.469884
0.390286, -0.304795, -0.472058
0.389779, -0.305026, -0.474223
0.389274, -0.305257, -0.476379
0.38877, -0.305487, -0.478525
0.388268, -0.305717, -0.480661
0.387768, -0.305947, -0.482789
0.387269, -0.306175, -0.484907
0.386771, -0.306404, -0.487016
0.386276, -0.306632, -0.489116
0.385782, -0.306859, -0.491207
0.385289, -0.307086, -0.493288
0.384798, -0.307312, -0.495361
0.384309, -0.307538, -0.497425
0.383821, -0.307764, -0.499481
0.383334, -0.307989, -0.501527
0.382849, -0.308213, -0.503565
0.382366, -0.308437, -0.505594
0.381884, -0.30866, -0.507615
0.381404, -0.308884, -0.509627
0.380925, -0.309106, -0.511631
0.380448, -0.309328, -0.513626
0.379972, -0.30955, -0.515613
0.379498, -0.309771, -0.517591
0.379025, -0.309991, -0.519562
0.378554, -0.310211, -0.521524
0.378084, -0.310431, -0.523478
0.377615, -0.31065, -0.525424
0.377148, -0.310869, -0.527363
0.376683, -0.311087, -0.529293
0.376219, -0.311305, -0.531215
0.375756, -0.311522, -0.533129
0.375295, -0.311739, -0.535036
0.374835, -0.311955, -0.536935
0.374377, -0.312171, -0.538826
0.37392, -0.312387, -0.54071
0.373464, -0.312602, -0.542586
0.37301, -0.312816, -0.544454
0.372557, -0.31303, -0.546315
0.372105, -0.313244, -0.548168
0.371655, -0.313457, -0.550014
0.371206, -0.313669, -0.551853
0.370759, -0.313882, -0.553685
0.370313, -0.314093, -0.555509
0.369868, -0.314305, -0.557326
0.369425, -0.314515, -0.559136
0.368983, -0.314726, -0.560938
0.368542, -0.314935, -0.562734
0.368102, -0.315145, -0.564523
0.367664, -0.315354, -0.566305
0.367228, -0.315562, -0.568079
0.366792, -0.31577, -0.569847
0.366358, -0.315978, -0.571608
0.365925, -0.316185, -0.573362
0.365493, -0.316392, -0.57511
0.365063, -0.316598, -0.576851
0.364634, -0.316804, -0.578585
0.364206, -0.317009, -0.580312
0.363779, -0.317214, -0.582033
0.363354, -0.317419, -0.583748
0.36293, -0.317623, -0.585456
0.362507, -0.317826, -0.587157
0.362085, -0.31803, -0.588852
0.361665, -0.318232, -0.590541
0.361245, -0.318435, -0.592223
0.360827, -0.318636, -0.593899
0.360411, -0.318838, -0.595569
0.359995, -0.319039, -0.597232
0.359581, -0.319239, -0.598889
0.359167, -0.319439, -0.600541
0.358755, -0.319639, -0.602186
0.358344, -0.319838, -0.603825
0.357935, -0.320037, -0.605458
0.357526, -0.320236, -0.607085
0.357119, -0.320434, -0.608706
0.356713, -0.320631, -0.610321
0.356308, -0.320828, -0.61193
0.355904, -0.321025, -0.613533
0.355501, -0.321221, -0.615131
0.355099, -0.321417, -0.616723
0.354699, -0.321613, -0.618309
0.3543, -0.321808, -0.619889
0.353901, -0.322002, -0.621464
0.353504, -0.322197, -0.623033
0.353108, -0.32239, -0.624596
0.352713, -0.322584, -0.626154
0.352319, -0.322777, -0.627706
0.351927, -0.322969, -0.629253
0.351535, -0.323161, -0.630795
0.351145, -0.323353, -0.63233
0.350755, -0.323545, -0.633861
0.350367, -0.323735, -0.635386
0.349979, -0.323926, -0.636906
0.349593, -0.324116, -0.63842
0.349208, -0.324306, -0.63993
0.348824, -0.324495, -0.641433
0.348441, -0.324684, -0.642932
0.348059, -0.324873, -0.644426
0.347678, -0.325061, -0.645914
0.347298, -0.325249, -0.647397
0.346919, -0.325436, -0.648875
0.346541, -0.325623, -0.650348
0.346164, -0.32581, -0.651817
0.345788, -0.325996, -0.65328
0.345413, -0.326182, -0.654738
0.345039, -0.326367, -0.656191
0.344666, -0.326552, -0.657639
0.344294, -0.326737, -0.659082
0.343923, -0.326921, -0.660521
0.343553, -0.327105, -0.661954
0.343185, -0.327288, -0.663383
0.342817, -0.327471, -0.664807
0.34245, -0.327654, -0.666226
0.342084, -0.327837, -0.66764
0.341719, -0.328019, -0.66905
0.341355, -0.3282, -0.670455
0.340991, -0.328381, -0.671856
0.340629, -0.328562, -0.673252
0.340268, -0.328743, -0.674643
0.339908, -0.328923, -0.67603
0.339548, -0.329103, -0.677412
0.33919, -0.329282, -0.678789
0.338833, -0.329461, -0.680162
0.338476, -0.32964, -0.681531
0.33812, -0.329818, -0.682895
0.337766, -0.329996, -0.684255
0.337412, -0.330173, -0.68561
0.337059, -0.330351, -0.686961
0.336707, -0.330527, -0.688308
0.336356, -0.330704, -0.68965
0.336006, -0.33088, -0.690988
0.335657, -0.331056, -0.692322
0.335308, -0.331231, -0.693651
0.334961, -0.331406, -0.694977
0.334614, -0.331581, -0.696298
0.334269, -0.331755, -0.697615
0.333924, -0.331929, -0.698927
0.33358, -0.332103, -0.700236
0.333237, -0.332276, -0.70154
0.332894, -0.332449, -0.702841
0.332553, -0.332622, -0.704137
0.332213, -0.332794, -0.705429
0.331873, -0.332966, -0.706717
0.331534, -0.333138, -0.708002
0.331196, -0.333309, -0.709282
0.330859, -0.33348, -0.710558
0.330523, -0.33365, -0.71183
0.330187, -0.33382, -0.713099
0.329853, -0.33399, -0.714363
0.329519, -0.33416, -0.715624
0.329186, -0.334329, -0.71688
0.328854, -0.334498, -0.718133
0.328522, -0.334667, -0.719382
0.328192, -0.334835, -0.720628
0.327862, -0.335003, -0.721869
0.327533, -0.33517, -0.723107
0.327205, -0.335337, -0.724341
0.326878, -0.335504, -0.725571
0.326551, -0.335671, -0.726798
0.326225, -0.335837, -0.728021
0.325901, -0.336003, -0.72924
0.325576, -0.336169, -0.730455
0.325253, -0.336334, -0.731667
0.32493, -0.336499, -0.732876
0.324609, -0.336663, -0.734081
0.324288, -0.336828, -0.735282
0.323967, -0.336992, -0.736479
0.323648, -0.337155, -0.737673
0.323329, -0.337319, -0.738864
0.323011, -0.337482, -0.740051
0.322694, -0.337644, -0.741235
0.322377, -0.337807, -0.742415
0.322062, -0.337969, -0.743592
0.321747, -0.338131, -0.744765
0.321432, -0.338292, -0.745935
0.321119, -0.338453, -0.747101
0.320806, -0.338614, -0.748264
0.320494, -0.338775, -0.749424
0.320183, -0.338935, -0.75058
0.319872, -0.339095, -0.751734
0.319563, -0.339255, -0.752883
0.319253, -0.339414, -0.75403
0.318945, -0.339573, -0.755173
0.318637, -0.339732, -0.756313
0.31833, -0.33989, -0.75745
0.318024, -0.340048, -0.758583
0.317719, -0.340206, -0.759713
0.317414, -0.340364, -0.76084
0.31711, -0.340521, -0.761964
0.316806, -0.340678, -0.763085
0.316503, -0.340834, -0.764203
0.316201, -0.340991, -0.765317
0.3159, -0.341147, -0.766428
0.315599, -0.341303, -0.767537
0.315299, -0.341458, -0.768642
0.315, -0.341613, -0.769744
0.314701, -0.341768, -0.770843
0.314404, -0.341923, -0.771939
0.314106, -0.342077, -0.773032
0.31381, -0.342231, -0.774122
0.313514, -0.342385, -0.775208
0.313218, -0.342538, -0.776292
0.312924, -0.342691, -0.777373
0.31263, -0.342844, -0.778451
0.312337, -0.342997, -0.779526
0.312044, -0.343149, -0.780599
0.311752, -0.343301, -0.781668
0.311461, -0.343453, -0.782734
0.31117, -0.343605, -0.783798
0.31088, -0.343756, -0.784858
0.310591, -0.343907, -0.785916
0.310302, -0.344057, -0.786971
0.310014, -0.344208, -0.788023
0.309726, -0.344358, -0.789072
0.309439, -0.344508, -0.790118
0.309153, -0.344657, -0.791162
0.308868, -0.344807, -0.792203
0.308583, -0.344956, -0.793241
0.308298, -0.345105, -0.794276
0.308015, -0.345253, -0.795309
0.307732, -0.345401, -0.796339
0.307449, -0.345549, -0.797366
0.307167, -0.345697, -0.79839
0.306886, -0.345844, -0.799412
0.306605, -0.345992, -0.800431
0.306325, -0.346138, -0.801447
0.306046, -0.346285, -0.802461
0.305767, -0.346431, -0.803472
0.305489, -0.346578, -0.804481
0.305211, -0.346723, -0.805486
0.304934, -0.346869, -0.80649
0.304657, -0.347014, -0.80749
0.304382, -0.34716, -0.808488
0.304106, -0.347304, -0.809484
0.303832, -0.347449, -0.810477
0.303558, -0.347593, -0.811467
0.303284, -0.347737, -0.812455
0.303011, -0.347881, -0.81344
0.302739, -0.348025, -0.814423
0.302467, -0.348168, -0.815404
0.302196, -0.348311, -0.816381
0.301925, -0.348454, -0.817357
0.301655, -0.348596, -0.81833
0.301385, -0.348739, -0.8193
0.301116, -0.348881, -0.820268
0.300848, -0.349023, -0.821234
0.30058, -0.349164, -0.822197
0.300313, -0.349305, -0.823157
0.300046, -0.349447, -0.824116
0.29978, -0.349587, -0.825072
0.299514, -0.349728, -0.826025
0.299249, -0.349868, -0.826976
0.298984, -0.350008, -0.827925
0.29872, -0.350148, -0.828872
0.298457, -0.350288, -0.829816
0.298194, -0.350427, -0.830758
0.297932, -0.350566, -0.831697
0.29767, -0.350705, -0.832634
0.297409, -0.350844, -0.833569
0.297148, -0.350982, -0.834502
0.296888, -0.351121, -0.835432
0.296628, -0.351259, -0.83636
0.296369, -0.351396, -0.837286
0.29611, -0.351534, -0.838209
0.295852, -0.351671, -0.83913
0.295594, -0.351808, -0.840049
0.295337, -0.351945, -0.840966
0.295081, -0.352081, -0.841881
0.294824, -0.352218, -0.842793
0.294569, -0.352354, -0.843703
0.294314, -0.35249, -0.844611
0.294059, -0.352625, -0.845517
0.293805, -0.352761, -0.846421
0.293552, -0.352896, -0.847322
0.293299, -0.353031, -0.848222
0.293046, -0.353166, -0.849119
0.292794, -0.3533, -0.850014
0.292543, -0.353434, -0.850907
0.292292, -0.353568, -0.851798
0.292041, -0.353702, -0.852687
0.291791, -0.353836, -0.853574
0.291542, -0.353969, -0.854458
0.291292, -0.354102, -0.855341
0.291044, -0.354235, -0.856221
0.290796, -0.354368, -0.857099
0.290548, -0.354501, -0.857976
0.290301, -0.354633, -0.85885
0.290055, -0.354765, -0.859722
0.289808, -0.354897, -0.860593
0.289563, -0.355029, -0.861461
0.289317, -0.35516, -0.862327
0.289073, -0.355291, -0.863191
0.288828, -0.355422, -0.864053
0.288585, -0.355553, -0.864914
0.288341, -0.355684, -0.865772
0.288099, -0.355814, -0.866628
0.287856, -0.355944, -0.867483
0.287614, -0.356074, -0.868335
0.287373, -0.356204, -0.869185
0.287132, -0.356333, -0.870034
0.286891, -0.356463, -0.870881
0.286651, -0.356592, -0.871725
0.286412, -0.356721, -0.872568
0.286172, -0.356849, -0.873409
0.285934, -0.356978, -0.874248
0.285695, -0.357106, -0.875085
0.285458, -0.357234, -0.87592
0.28522, -0.357362, -0.876753
0.284983, -0.35749, -0.877585
0.284747, -0.357617, -0.878414
0.284511, -0.357744, -0.879242
0.284275, -0.357871, -0.880068
0.28404, -0.357998, -0.880892
0.283805, -0.358125, -0.881714
0.283571, -0.358251, -0.882534
0.283337, -0.358378, -0.883353
0.283104, -0.358504, -0.88417
0.282871, -0.35863, -0.884985
0.282639, -0.358755, -0.885798
0.282406, -0.358881, -0.886609
0.282175, -0.359006, -0.887419
0.281944, -0.359131, -0.888227
0.281713, -0.359256, -0.889033
0.281482, -0.359381, -0.889837
0.281252, -0.359505, -0.89064
0.281023, -0.359629, -0.89144
0.280794, -0.359753, -0.892239
0.280565, -0.359877, -0.893037
0.280337, -0.360001, -0.893832
0.280109, -0.360124, -0.894626
0.279881, -0.360248, -0.895418
0.279654, -0.360371, -0.896209
0.279428, -0.360494, -0.896998
0.279201, -0.360617, -0.897785
0.278976, -0.360739, -0.89857
0.27875, -0.360861, -0.899354
0.278525, -0.360984, -0.900136
0.278301, -0.361106, -0.900916
0.278076, -0.361227, -0.901695
0.277853, -0.361349, -0.902472
0.277629, -0.36147, -0.903247
0.277406, -0.361592, -0.904021
0.277184, -0.361713, -0.904793
0.276962, -0.361834, -0.905564
0.27674, -0.361954, -0.906333
0.276518, -0.362075, -0.9071
0.276297, -0.362195, -0.907866
0.276077, -0.362315, -0.90863
0.275857, -0.362435, -0.909392
0.275637, -0.362555, -0.910153
0.275417, -0.362675, -0.910912
0.275198, -0.362794, -0.91167
0.27498, -0.362913, -0.912426
0.274761, -0.363032, -0.91318
0.274543, -0.363151, -0.913933
0.274326, -0.36327, -0.914685
0.274109, -0.363388, -0.915435
0.273892, -0.363507, -0.916183
0.273676, -0.363625, -0.91693
0.27346, -0.363743, -0.917675
0.273244, -0.363861, -0.918419
0.273029, -0.363978, -0.919161
0.272814, -0.364096, -0.919902
0.272599, -0.364213, -0.920641
0.272385, -0.36433, -0.921378
0.272171, -0.364447, -0.922115
0.271958, -0.364564, -0.922849
0.271745, -0.364681, -0.923582
0.271532, -0.364797, -0.924314
0.27132, -0.364913, -0.925044
0.271108, -0.365029, -0.925773
0.270896, -0.365145, -0.9265
0.270685, -0.365261, -0.927226
0.270474, -0.365377, -0.927951
0.270264, -0.365492, -0.928673
0.270054, -0.365607, -0.929395
0.269844, -0.365722, -0.930115
0.269634, -0.365837, -0.930833
0.269425, -0.365952, -0.931551
0.269217, -0.366066, -0.932266
0.269008, -0.366181, -0.932981
0.2688, -0.366295, -0.933693
0.268593, -0.366409, -0.934405
0.268385, -0.366523, -0.935115
0.268178, -0.366637, -0.935824
0.267972, -0.36675, -0.936531
0.267766, -0.366864, -0.937237
0.26756, -0.366977, -0.937941
0.267354, -0.36709, -0.938644
0.267149, -0.367203, -0.939346
0.266944, -0.367316, -0.940046
0.266739, -0.367428, -0.940745
0.266535, -0.367541, -0.941443
0.266331, -0.367653, -0.942139
0.266128, -0.367765, -0.942834
0.265925, -0.367877, -0.943527
0.265722, -0.367989, -0.94422
0.265519, -0.368101, -0.944911
0.265317, -0.368212, -0.9456
0.265115, -0.368323, -0.946288
0.264914, -0.368434, -0.946975
0.264712, -0.368545, -0.947661
0.264511, -0.368656, -0.948345
0.264311, -0.368767, -0.949028
0.264111, -0.368878, -0.949709
0.263911, -0.368988, -0.95039
0.263711, -0.369098, -0.951069
0.263512, -0.369208, -0.951747
0.263313, -0.369318, -0.952423
0.263115, -0.369428, -0.953098
0.262916, -0.369537, -0.953772
0.262718, -0.369647, -0.954445
0.262521, -0.369756, -0.955116
0.262323, -0.369865, -0.955786
0.262126, -0.369974, -0.956455
0.26193, -0.370083, -0.957122
0.261733, -0.370192, -0.957789
0.261537, -0.3703, -0.958454
0.261342, -0.370409, -0.959117
0.261146, -0.370517, -0.95978
0.260951, -0.370625, -0.960441
0.260756, -0.370733, -0.961101
0.260562, -0.370841, -0.96176
0.261623, -0.370276, -0.957204
0.262688, -0.369709, -0.952622
0.263758, -0.369141, -0.948016
0.264833, -0.368571, -0.943385
0.265912, -0.367999, -0.938728
0.266995, -0.367426, -0.934047
0.268084, -0.366852, -0.929339
0.269176, -0.366276, -0.924606
0.270274, -0.365698, -0.919847
0.271376, -0.365119, -0.915062
0.272482, -0.364538, -0.910252
0.273593, -0.363956, -0.905415
